order_id,date,customer_id,product_id,quantity
244,2025-08-19,114,20,5
245,2025-08-08,79,37,5
246,2025-01-31,157,48,1
247,2025-04-17,161,14,3
248,2025-12-05,21,11,2
249,2025-03-30,142,5,2
250,2025-01-02,105,29,5
251,2025-08-29,75,3,2
252,2025-05-28,181,19,4
253,2025-02-06,176,15,3
254,2025-11-17,151,43,2
255,2025-08-06,30,35,2
256,2025-11-28,39,18,2
257,2025-02-06,16,11,3
258,2025-11-01,192,37,3
259,2025-08-13,32,30,3
260,2025-12-25,104,18,5
261,2025-10-04,127,29,1
262,2025-11-03,11,28,3
263,2025-11-06,65,2,1
264,2025-04-28,173,37,5
265,2025-01-11,196,44,3
266,2025-10-23,11,49,2
267,2025-08-29,133,42,4
268,2025-05-23,47,38,4
269,2025-11-22,126,6,4
270,2025-06-28,105,22,3
271,2025-12-10,27,11,3
272,2025-07-30,178,32,3
273,2025-12-06,103,49,5
274,2025-01-19,117,6,3
275,2025-05-10,83,8,4
276,2025-09-21,1,43,5
277,2025-08-25,106,4,2
278,2025-09-23,93,40,4
279,2025-11-17,114,49,1
280,2025-04-15,69,36,2
281,2025-05-28,113,45,4
282,2025-03-04,8,41,5
283,2025-05-03,182,11,3
284,2025-10-10,4,36,4
285,2025-02-17,58,8,4
286,2025-03-02,166,10,4
287,2025-05-30,131,46,3
288,2025-08-01,124,31,2
289,2025-08-22,142,10,4
290,2025-04-08,154,33,2
291,2025-02-05,71,50,4
292,2025-06-24,130,18,1
293,2025-05-25,186,20,5
294,2025-10-24,169,32,2
295,2025-08-17,138,31,3
296,2025-06-20,142,49,5
297,2025-07-13,117,21,2
298,2025-12-24,62,37,4
299,2025-04-30,199,27,1
300,2025-06-12,191,31,4
301,2025-07-17,170,42,2
302,2025-09-11,10,9,5
303,2025-10-30,85,7,4
304,2025-02-21,135,30,1
305,2025-03-15,105,42,2
306,2025-02-08,121,17,3
307,2025-11-16,178,26,1
308,2025-06-18,173,35,4
309,2025-06-12,161,46,4
310,2025-10-05,10,40,1
311,2025-05-01,162,44,3
312,2025-04-27,192,6,4
313,2025-02-20,195,41,1
314,2025-08-16,43,45,3
315,2025-01-15,12,21,1
316,2025-05-31,92,24,4
317,2025-03-16,63,34,4
318,2025-10-17,175,12,2
319,2025-03-31,21,40,4
320,2025-11-14,175,16,4
321,2025-10-26,37,15,4
322,2025-11-23,66,30,3
323,2025-12-08,3,30,3
324,2025-12-13,140,11,1
325,2025-08-15,89,38,3
326,2025-11-24,109,45,3
327,2025-08-22,78,13,4
328,2025-09-05,28,16,4
329,2025-10-20,92,37,3
330,2025-12-25,76,2,4
331,2025-05-21,3,37,1
332,2025-11-07,191,32,3
333,2025-04-28,156,23,2
334,2025-11-22,49,40,3
335,2025-12-14,194,47,2
336,2025-11-18,25,41,1
337,2025-06-08,113,3,5
338,2025-07-06,188,9,1
339,2025-06-01,84,48,4
340,2025-03-31,52,9,5
341,2025-07-07,136,33,3
342,2025-03-26,66,31,3
343,2025-06-23,30,30,1
344,2025-03-14,194,15,4
345,2025-10-13,94,6,4
346,2025-01-08,68,35,1
347,2025-08-21,95,44,3
348,2025-10-27,98,41,3
349,2025-02-25,173,15,4
350,2025-01-13,159,36,3
351,2025-11-09,57,42,1
352,2025-11-22,119,45,3
353,2025-11-29,105,8,2
354,2025-01-24,10,20,4
355,2025-03-01,25,16,5
356,2025-03-11,100,30,3
357,2025-12-10,191,45,5
358,2025-08-03,151,48,2
359,2025-08-01,168,7,4
360,2025-11-12,105,18,1
361,2025-12-20,95,14,4
362,2025-08-16,61,24,1
363,2025-12-18,95,35,3
364,2025-02-01,102,18,2
365,2025-03-04,117,6,2
366,2025-11-25,164,39,1
367,2025-01-26,86,16,2
368,2025-10-17,53,5,5
369,2025-04-17,151,14,2
370,2025-06-18,199,10,5
371,2025-01-02,71,10,2
372,2025-10-04,65,12,1
373,2025-12-05,7,9,1
374,2025-07-03,61,38,3
375,2025-01-09,45,17,1
376,2025-03-06,190,27,5
377,2025-02-28,191,5,4
378,2025-08-18,200,24,5
379,2025-10-31,28,29,5
380,2025-04-24,158,3,5
381,2025-06-04,118,42,1
382,2025-02-01,123,26,4
383,2025-12-18,28,32,4
384,2025-02-07,21,21,5
385,2025-03-17,17,9,3
386,2025-11-16,163,38,5
387,2025-12-31,84,25,5
388,2025-09-29,76,30,5
389,2025-11-06,111,7,1
390,2025-12-02,167,50,5
391,2025-04-21,111,29,2
392,2025-07-31,87,30,4
393,2025-08-01,187,7,3
394,2025-08-07,81,43,3
395,2025-07-11,40,44,4
396,2025-02-04,24,6,1
397,2025-08-10,25,48,3
398,2025-03-08,143,4,5
399,2025-10-15,144,22,1
400,2025-07-30,91,43,4
401,2025-01-27,74,39,3
402,2025-06-30,27,37,5
403,2025-04-19,40,43,4
404,2025-04-25,28,23,5
405,2025-07-08,30,49,3
406,2025-10-21,58,28,5
407,2025-11-15,158,44,5
408,2025-01-14,156,43,3
409,2025-01-15,47,18,3
410,2025-06-23,90,1,2
411,2025-03-15,145,43,4
412,2025-02-05,37,48,1
413,2025-02-16,192,34,2
414,2025-07-12,108,30,3
415,2025-03-22,95,20,3
416,2025-10-18,153,6,1
417,2025-03-21,41,49,5
418,2025-01-26,173,6,3
419,2025-08-15,170,28,4
420,2025-11-07,114,27,3
421,2025-04-21,194,33,1
422,2025-06-26,111,8,3
423,2025-12-14,174,38,4
424,2025-09-27,171,20,1
425,2025-04-23,102,39,1
426,2025-01-04,53,20,2
427,2025-03-12,196,17,3
428,2025-06-17,31,1,4
429,2025-08-09,45,9,4
430,2025-09-30,181,15,5
431,2025-10-14,172,23,1
432,2025-07-23,190,3,4
433,2025-01-10,118,5,3
434,2025-10-22,110,37,4
435,2025-12-30,164,27,3
436,2025-02-28,104,2,3
437,2025-03-29,159,30,3
438,2025-02-15,112,7,2
439,2025-08-12,151,26,5
440,2025-02-10,102,20,3
441,2025-04-24,86,50,2
442,2025-02-09,131,41,1
443,2025-09-29,131,13,3
444,2025-06-29,187,42,2
445,2025-05-01,27,10,3
446,2025-04-12,45,39,2
447,2025-12-02,20,12,4
448,2025-08-26,194,37,5
449,2025-08-18,175,37,5
450,2025-06-15,161,21,2
451,2025-08-14,18,31,4
452,2025-11-20,78,18,5
453,2025-01-29,91,33,1
454,2025-06-08,119,29,1
455,2025-01-30,95,19,1
456,2025-11-27,24,40,5
457,2025-09-17,99,30,5
458,2025-10-11,190,3,4
459,2025-10-20,167,13,3
460,2025-11-06,122,33,2
461,2025-02-01,116,7,3
462,2025-02-13,130,42,2
463,2025-01-21,64,46,4
464,2025-08-13,135,34,5
465,2025-03-23,94,24,3
466,2025-07-18,105,50,3
467,2025-12-14,154,4,3
468,2025-02-03,85,7,5
469,2025-12-14,99,19,3
470,2025-12-03,155,10,3
471,2025-02-11,150,43,2
472,2025-06-29,80,42,4
473,2025-03-08,153,46,1
474,2025-06-08,144,25,3
475,2025-03-07,172,45,5
476,2025-02-17,166,43,4
477,2025-09-18,93,2,3
478,2025-06-08,47,14,3
479,2025-09-06,50,15,2
480,2025-03-21,20,19,1
481,2025-09-17,198,35,5
482,2025-01-20,170,22,5
483,2025-03-09,153,25,2
484,2025-03-25,47,45,5
485,2025-03-26,185,29,1
486,2025-07-30,94,44,2
487,2025-08-16,157,19,4
488,2025-04-30,137,16,3
489,2025-08-29,50,24,5
490,2025-08-14,119,50,3
491,2025-07-15,129,34,4
492,2025-03-24,52,39,2
493,2025-05-09,14,42,4
494,2025-07-10,142,7,5
495,2025-03-05,73,6,2
496,2025-05-20,116,33,2
497,2025-08-12,24,15,4
498,2025-06-28,7,27,1
499,2025-07-22,129,24,2
500,2025-07-17,21,24,2
501,2025-01-15,82,7,3
502,2025-03-16,36,3,3
503,2025-08-30,179,9,4
504,2025-08-18,158,1,1
505,2025-01-10,66,14,2
506,2025-10-08,187,39,5
507,2025-08-05,29,50,3
508,2025-05-02,78,8,1
509,2025-05-03,108,41,5
510,2025-08-23,17,8,4
511,2025-11-02,138,2,5
512,2025-10-22,62,46,2
513,2025-05-30,110,1,5
514,2025-06-30,62,37,4
515,2025-04-06,171,43,1
516,2025-09-26,93,5,5
517,2025-10-06,130,33,5
518,2025-01-11,100,31,1
519,2025-11-22,100,24,3
520,2025-01-09,92,5,3
521,2025-05-04,188,43,1
522,2025-10-25,189,49,3
523,2025-03-10,12,23,5
524,2025-06-23,165,12,4
525,2025-12-23,123,41,2
526,2025-03-11,17,46,4
527,2025-01-19,76,13,1
528,2025-04-13,11,21,3
529,2025-09-21,102,35,4
530,2025-05-10,10,49,2
531,2025-05-27,92,50,1
532,2025-12-02,85,18,1
533,2025-07-08,112,26,4
534,2025-07-17,87,12,4
535,2025-12-21,128,24,5
536,2025-05-17,22,47,4
537,2025-02-10,111,39,2
538,2025-10-07,76,21,1
539,2025-02-10,84,43,3
540,2025-06-06,115,39,4
541,2025-03-27,177,29,3
542,2025-08-17,11,47,3
543,2025-11-11,112,18,1
544,2025-02-08,172,41,4
545,2025-07-06,132,48,2
546,2025-01-16,37,39,4
547,2025-01-18,33,5,2
548,2025-11-27,94,24,4
549,2025-10-18,9,39,2
550,2025-12-14,116,24,3
551,2025-08-16,196,5,5
552,2025-03-12,136,24,4
553,2025-06-10,167,18,2
554,2025-02-28,7,48,2
555,2025-09-13,133,25,5
556,2025-03-02,68,50,3
557,2025-12-27,115,14,5
558,2025-05-27,178,32,2
559,2025-03-04,35,5,4
560,2025-03-30,183,29,1
561,2025-12-16,82,43,3
562,2025-12-30,17,36,5
563,2025-05-29,77,11,2
564,2025-07-05,131,15,1
565,2025-04-13,36,16,4
566,2025-01-14,93,36,5
567,2025-07-08,120,36,2
568,2025-11-10,23,5,3
569,2025-07-23,184,47,4
570,2025-09-27,106,50,4
571,2025-10-22,19,9,3
572,2025-11-25,19,29,4
573,2025-12-15,133,23,2
574,2025-10-10,164,38,2
575,2025-03-08,111,33,1
576,2025-03-05,133,10,3
577,2025-03-26,42,21,2
578,2025-06-27,133,19,1
579,2025-05-09,51,41,5
580,2025-05-21,33,41,3
581,2025-11-11,137,6,5
582,2025-11-25,44,38,5
583,2025-03-20,44,43,5
584,2025-11-06,87,37,1
585,2025-01-15,21,3,5
586,2025-05-16,167,14,5
587,2025-08-02,159,41,1
588,2025-09-12,161,35,3
589,2025-11-25,78,31,2
590,2025-12-17,104,20,4
591,2025-02-07,177,4,2
592,2025-08-14,107,31,4
593,2025-04-15,88,39,2
594,2025-06-10,184,21,3
595,2025-07-24,34,49,3
596,2025-09-21,144,7,3
597,2025-05-04,120,8,3
598,2025-08-19,64,10,1
599,2025-01-26,75,25,5
600,2025-08-03,64,11,3
601,2025-10-23,185,21,2
602,2025-03-23,128,33,4
603,2025-09-13,79,32,1
604,2025-02-16,101,33,4
605,2025-05-04,56,38,3
606,2025-01-25,13,19,4
607,2025-11-02,168,44,4
608,2025-05-27,138,1,1
609,2025-08-09,35,17,3
610,2025-07-26,94,3,4
611,2025-01-27,146,36,2
612,2025-07-05,142,19,1
613,2025-07-17,130,29,5
614,2025-05-24,160,44,5
615,2025-03-02,33,7,4
616,2025-07-11,87,36,3
617,2025-03-15,51,39,5
618,2025-07-25,129,3,1
619,2025-01-20,36,46,3
620,2025-08-31,133,30,2
621,2025-11-07,132,9,3
622,2025-11-10,82,11,4
623,2025-11-12,190,20,5
624,2025-06-22,130,33,5
625,2025-09-08,182,37,3
626,2025-09-01,5,24,3
627,2025-12-11,29,27,5
628,2025-06-07,186,45,1
629,2025-11-02,122,17,5
630,2025-10-23,59,47,1
631,2025-10-26,123,11,5
632,2025-11-19,185,40,4
633,2025-03-17,175,16,1
634,2025-10-21,180,8,2
635,2025-01-10,113,21,4
636,2025-03-19,106,45,2
637,2025-07-30,129,50,5
638,2025-08-30,189,47,1
639,2025-12-28,36,34,2
640,2025-10-15,84,43,4
641,2025-09-27,97,21,2
642,2025-08-24,137,22,5
643,2025-07-01,174,50,3
644,2025-11-09,124,13,2
645,2025-05-23,143,20,2
646,2025-06-02,198,19,2
647,2025-12-20,181,32,3
648,2025-09-03,90,36,3
649,2025-05-28,32,37,5
650,2025-07-14,102,23,2
651,2025-05-29,11,19,1
652,2025-06-27,114,42,3
653,2025-09-03,55,13,5
654,2025-05-19,144,45,3
655,2025-03-12,28,40,5
656,2025-05-03,63,4,5
657,2025-04-26,164,15,1
658,2025-02-21,106,22,4
659,2025-02-21,175,50,2
660,2025-01-03,141,11,4
661,2025-12-01,122,31,2
662,2025-05-28,83,19,1
663,2025-02-15,167,37,2
664,2025-10-01,190,47,1
665,2025-03-31,107,12,1
666,2025-07-23,127,12,3
667,2025-01-20,3,20,5
668,2025-11-05,28,22,3
669,2025-08-21,165,35,5
670,2025-09-10,35,33,4
671,2025-05-20,50,8,3
672,2025-03-25,188,30,3
673,2025-04-06,4,48,3
674,2025-06-01,146,44,2
675,2025-03-31,157,41,4
676,2025-08-07,132,21,1
677,2025-07-25,172,7,2
678,2025-03-13,123,21,2
679,2025-01-04,67,25,2
680,2025-08-17,193,18,3
681,2025-06-04,150,47,5
682,2025-01-06,67,42,3
683,2025-12-21,61,4,1
684,2025-08-27,79,11,4
685,2025-12-18,129,46,3
686,2025-12-20,31,41,3
687,2025-07-08,158,15,2
688,2025-03-10,123,10,4
689,2025-11-07,96,27,5
690,2025-08-30,194,35,2
691,2025-05-07,175,49,5
692,2025-02-11,135,29,5
693,2025-12-27,93,5,5
694,2025-02-27,16,36,5
695,2025-04-14,147,35,2
696,2025-03-26,84,34,4
697,2025-03-01,175,14,5
698,2025-09-08,24,33,4
699,2025-01-29,117,9,5
700,2025-08-01,117,37,1
701,2025-10-14,119,44,3
702,2025-01-12,102,17,1
703,2025-04-22,149,5,1
704,2025-08-05,89,45,1
705,2025-10-05,16,5,4
706,2025-01-17,74,27,2
707,2025-03-11,197,42,4
708,2025-07-11,98,29,4
709,2025-07-12,21,44,5
710,2025-03-10,168,23,1
711,2025-04-02,138,26,5
712,2025-03-07,187,15,1
713,2025-01-12,77,30,5
714,2025-08-06,137,25,2
715,2025-05-07,118,23,2
716,2025-05-22,49,47,1
717,2025-01-17,170,27,5
718,2025-01-09,62,14,1
719,2025-02-21,153,3,4
720,2025-11-03,173,46,1
721,2025-05-06,190,3,4
722,2025-08-13,60,35,2
723,2025-01-29,36,33,3
724,2025-04-30,188,37,3
725,2025-10-23,154,50,3
726,2025-05-02,78,10,5
727,2025-04-24,106,20,3
728,2025-02-01,143,38,2
729,2025-11-17,174,28,5
730,2025-09-11,13,23,4
731,2025-09-26,82,45,4
732,2025-07-29,39,20,4
733,2025-04-05,194,35,4
734,2025-05-04,58,20,2
735,2025-08-26,15,36,4
736,2025-08-02,143,34,2
737,2025-07-18,63,17,2
738,2025-06-19,166,6,4
739,2025-07-09,24,35,2
740,2025-01-27,69,25,5
741,2025-11-05,11,5,2
742,2025-10-28,186,43,5
743,2025-04-22,123,14,3
744,2025-06-05,4,14,2
745,2025-03-02,192,49,4
746,2025-05-05,179,39,2
747,2025-07-23,62,36,3
748,2025-05-25,98,30,5
749,2025-11-29,92,20,3
750,2025-07-04,132,32,4
751,2025-02-20,185,31,3
752,2025-04-15,95,21,4
753,2025-01-24,145,15,2
754,2025-01-09,67,36,5
755,2025-10-24,185,27,3
756,2025-03-20,51,22,2
757,2025-07-14,146,16,4
758,2025-10-09,168,44,3
759,2025-05-12,196,32,4
760,2025-08-24,44,47,3
761,2025-03-28,36,47,5
762,2025-09-08,48,35,1
763,2025-09-26,9,5,1
764,2025-01-04,106,9,2
765,2025-02-04,182,10,1
766,2025-04-22,130,30,3
767,2025-01-31,159,41,5
768,2025-09-05,169,32,1
769,2025-01-04,137,36,4
770,2025-01-07,5,34,3
771,2025-10-02,74,2,5
772,2025-12-24,173,28,2
773,2025-02-24,25,34,2
774,2025-05-04,50,40,5
775,2025-05-10,91,18,4
776,2025-02-10,96,26,4
777,2025-10-17,63,45,2
778,2025-06-03,176,6,1
779,2025-02-17,104,25,4
780,2025-10-10,122,4,1
781,2025-12-26,44,6,4
782,2025-08-11,166,22,5
783,2025-02-18,136,3,2
784,2025-04-19,178,37,4
785,2025-05-19,12,5,3
786,2025-10-06,145,43,1
787,2025-04-02,81,2,2
788,2025-10-28,37,49,4
789,2025-02-09,77,11,5
790,2025-05-04,146,25,5
791,2025-06-19,99,49,2
792,2025-12-19,186,6,5
793,2025-06-27,14,7,4
794,2025-04-29,20,22,5
795,2025-11-11,153,26,3
796,2025-01-16,163,18,4
797,2025-09-09,59,23,5
798,2025-07-12,111,12,5
799,2025-12-05,98,6,5
800,2025-06-01,64,46,1
801,2025-02-12,69,10,4
802,2025-12-31,163,10,4
803,2025-06-12,93,7,1
804,2025-01-03,79,29,3
805,2025-05-19,27,9,1
806,2025-04-06,111,29,5
807,2025-10-12,132,27,1
808,2025-01-14,23,23,5
809,2025-02-17,153,39,3
810,2025-07-17,4,19,4
811,2025-07-18,200,6,5
812,2025-05-05,147,34,2
813,2025-12-17,98,11,2
814,2025-05-18,78,18,4
815,2025-03-16,17,11,4
816,2025-05-22,108,20,4
817,2025-02-09,93,17,2
818,2025-11-17,127,39,5
819,2025-04-11,118,7,2
820,2025-06-05,2,26,3
821,2025-11-14,98,22,4
822,2025-06-21,111,42,5
823,2025-03-11,77,21,5
824,2025-12-22,52,31,3
825,2025-04-01,102,21,3
826,2025-12-22,163,32,5
827,2025-05-05,84,25,3
828,2025-07-21,94,8,5
829,2025-04-13,152,35,2
830,2025-12-16,197,36,1
831,2025-08-25,182,14,4
832,2025-05-30,178,5,4
833,2025-12-11,128,9,3
834,2025-05-04,65,43,2
835,2025-08-05,97,5,4
836,2025-11-03,123,38,4
837,2025-10-01,130,45,4
838,2025-10-06,10,24,5
839,2025-11-01,164,6,1
840,2025-05-08,169,43,3
841,2025-03-27,166,40,1
842,2025-10-16,166,44,4
843,2025-06-19,111,7,1
844,2025-02-20,67,15,5
845,2025-09-23,143,38,5
846,2025-04-24,115,24,4
847,2025-08-26,198,44,5
848,2025-12-20,129,10,3
849,2025-01-13,124,7,3
850,2025-08-01,22,8,2
851,2025-06-28,80,22,4
852,2025-04-16,134,31,3
853,2025-09-01,25,29,4
854,2025-06-13,18,20,1
855,2025-12-30,30,2,3
856,2025-11-28,28,44,2
857,2025-05-05,133,12,5
858,2025-03-23,85,36,4
859,2025-08-25,60,26,2
860,2025-04-06,164,43,4
861,2025-07-22,8,48,5
862,2025-04-12,116,38,4
863,2025-07-19,2,46,2
864,2025-04-16,72,49,1
865,2025-10-23,27,35,2
866,2025-07-07,84,13,4
867,2025-02-28,68,43,4
868,2025-09-28,164,21,5
869,2025-07-18,157,26,5
870,2025-02-28,90,23,4
871,2025-11-13,45,44,3
872,2025-11-11,152,6,2
873,2025-06-10,31,16,3
874,2025-03-01,47,24,2
875,2025-09-19,100,27,5
876,2025-03-12,148,25,4
877,2025-04-06,125,41,5
878,2025-12-22,166,12,5
879,2025-03-27,126,19,2
880,2025-04-06,81,29,5
881,2025-01-28,92,1,4
882,2025-03-11,50,25,5
883,2025-09-16,168,32,4
884,2025-12-17,126,27,4
885,2025-09-08,43,6,5
886,2025-01-16,195,15,3
887,2025-01-17,71,15,5
888,2025-05-28,44,50,4
889,2025-10-17,191,50,4
890,2025-10-09,131,8,5
891,2025-02-28,69,50,5
892,2025-07-07,139,49,1
893,2025-08-14,140,14,4
894,2025-02-22,189,42,2
895,2025-06-02,9,29,3
896,2025-06-28,23,29,1
897,2025-05-02,54,48,5
898,2025-12-19,90,46,5
899,2025-11-20,110,11,5
900,2025-03-13,53,14,1
901,2025-10-19,90,35,3
902,2025-11-02,138,11,3
903,2025-12-27,75,19,5
904,2025-05-17,132,44,1
905,2025-03-11,193,27,1
906,2025-05-22,168,9,2
907,2025-05-08,38,46,3
908,2025-05-07,195,44,4
909,2025-09-08,37,37,3
910,2025-11-18,107,25,4
911,2025-02-08,163,50,1
912,2025-07-26,132,48,3
913,2025-12-22,95,30,4
914,2025-06-17,149,1,1
915,2025-08-23,163,43,3
916,2025-02-02,137,26,2
917,2025-08-08,55,32,3
918,2025-06-15,73,22,5
919,2025-10-23,34,37,4
920,2025-06-25,175,49,1
921,2025-01-24,26,41,4
922,2025-01-09,32,11,4
923,2025-08-22,1,28,2
924,2025-12-19,34,42,3
925,2025-03-23,71,6,3
926,2025-05-09,22,24,2
927,2025-01-27,102,41,3
928,2025-12-25,194,15,4
929,2025-12-02,24,46,1
930,2025-01-01,55,31,1
